FirstName,LastName,Email,Address,Subscription Plan,Monthly Streams Limit,Cost,Credit Card Number,ExpDate,Song Title,Artist Name,Album Title,Genre,Device,Song Length (min),Playlist Name,Playlist Position,Date,Over Limit,Pay-Per-Stream Fee
Nina,Wilson,willowblvd.ninawilson@music.com,"5367 Willow Blvd, MI",Basic,50,4.99,2601-5455-1531-6144,10/24/2024,The Blessing,Kari Jobe & Cody Carnes,The Blessing,Classical,Mobile,9,Party,77,6/4/2024 14:50:45,No,0
Quinn,King,willowblvd.quinnking@music.com,"5161 Willow Blvd, TX",Basic,50,4.99,2077-1897-8819-2919,10/19/2024,Holy Water,We The Kingdom,Holy Water,Blues,Tablet,5,Chill,100,6/19/2024 14:51:47,No,0
Tom,Lopez,willowblvd.tomlopez@music.com,"7510 Willow Blvd, MI",Free,10,0,5032-7731-3225-2358,10/24/2024,God Only Knows,for KING & COUNTRY,Burn the Ships,Country,Tablet,3,Sleep,13,6/5/2024 14:52:23,No,0
Tom,Scott,willowblvd.tomscott@music.com,"5374 Willow Blvd, WA",Basic,50,4.99,3008-4727-1744-9546,10/19/2024,Hold On to Me,Lauren Daigle,Hold On to Me,Country,Mobile,4,Relax,41,6/16/2024 14:52:43,No,0
Bob,Clark,ashdr.bobclark@music.com,"7745 Ash Dr, TX",Premium,100,9.99,7034-8670-7592-7708,10/14/2024,Living Hope,Phil Wickham,Living Hope,Rock,Mobile,5,Study,77,7/20/2024 14:49:33,No,0
Bob,Clark,ashdr.bobclark@music.com,"7745 Ash Dr, TX",Basic,50,4.99,4275-1003-8628-6273,10/9/2024,See a Victory,Elevation Worship,At Midnight,Electronic,Desktop,6,Focus,32,7/21/2024 14:51:22,No,0
Carol,Lee,ashdr.carollee@music.com,"1980 Ash Dr, NY",Free,10,0,5916-2386-7624-4770,10/14/2024,Graves Into Gardens,Elevation Worship,Graves Into Gardens,Pop,Mobile,7,Party,19,7/22/2024 14:52:31,No,0
Carol,Wilson,ashdr.carolwilson@music.com,"5087 Ash Dr, IL",Free,10,0,4745-1835-4201-7033,10/19/2024,Graves Into Gardens,Elevation Worship,Graves Into Gardens,Country,Desktop,7,Workout,6,7/6/2024 14:50:09,No,0
Dave,Taylor,ashdr.davetaylor@music.com,"4627 Ash Dr, PA",Free,10,0,3937-3747-9649-2019,10/24/2024,Good Grace,Hillsong UNITED,People,Reggae,Mobile,8,Chill,66,7/1/2024 14:51:51,No,0
Dave,Thomas,ashdr.davethomas@music.com,"3242 Ash Dr, FL",Free,10,0,3023-5556-9510-5684,10/29/2024,Good Grace,Hillsong UNITED,People,Country,Tablet,8,Party,70,7/14/2024 14:50:33,No,0
Eve,Thomas,ashdr.evethomas@music.com,"2275 Ash Dr, PA",Basic,50,4.99,7127-4057-8044-4574,10/24/2024,Alive & Breathing,Matt Maher,Alive & Breathing,Rock,Tablet,4,Sleep,20,7/6/2024 14:49:11,No,0
Ivy,Thompson,ashdr.ivythompson@music.com,"6913 Ash Dr, CA",Free,10,0,3680-7889-6929-8306,10/29/2024,Run to the Father,Cody Carnes,Run to the Father,Blues,Tablet,6,Party,38,7/26/2024 14:48:55,Yes,0.25
Ivy,Thompson,ashdr.ivythompson@music.com,"6913 Ash Dr, CA",Free,10,0,1925-7550-7909-3504,11/3/2024,Run to the Father,Cody Carnes,Run to the Father,Reggae,Desktop,6,Sleep,83,7/29/2024 14:49:25,No,0
Karen,Clark,ashdr.karenclark@music.com,"9259 Ash Dr, NC",Premium,100,9.99,1374-6544-5019-6650,10/29/2024,Way Maker,Leeland,Better Word,Electronic,Mobile,8,Sleep,13,7/26/2024 14:52:25,No,0
Leo,Scott,ashdr.leoscott@music.com,"7852 Ash Dr, NC",Premium,100,9.99,6821-5456-7735-9469,10/24/2024,Hold On to Me,Lauren Daigle,Hold On to Me,Jazz,Tablet,4,Chill,7,7/18/2024 14:49:59,No,0
Oscar,Lee,ashdr.oscarlee@music.com,"2306 Ash Dr, NC",Premium,100,9.99,6587-8564-1431-1231,10/19/2024,Good Grace,Hillsong UNITED,People,Hip-Hop,Tablet,8,Party,81,7/1/2024 14:51:03,No,0
Rob,Miller,ashdr.robmiller@music.com,"319 Ash Dr, PA",Premium,100,9.99,6202-4823-9049-1170,10/14/2024,Run to the Father,Cody Carnes,Run to the Father,Rock,Mobile,6,Party,91,7/6/2024 14:49:22,No,0
Tom,Taylor,ashdr.tomtaylor@music.com,"555 Ash Dr, MI",Premium,100,9.99,8593-9431-1890-8181,10/9/2024,Known,Tauren Wells,Hills and Valleys,Jazz,Tablet,4,Party,78,7/7/2024 14:50:34,No,0
Alice,Johnson,birchst.alicejohnson@music.com,"8975 Birch St, NC",Basic,50,4.99,3328-7795-3041-3765,10/4/2024,Chain Breaker,Zach Williams,Chain Breaker,Jazz,Tablet,3,Chill,80,7/27/2024 14:51:56,No,0
Bob,King,birchst.bobking@music.com,"5708 Birch St, NY",Basic,50,4.99,1480-7344-2937-6181,9/29/2024,Who You Say I Am,Hillsong Worship,There Is More,Jazz,Mobile,5,Party,19,7/29/2024 14:49:56,No,0
Carol,Davis,birchst.caroldavis@music.com,"8371 Birch St, PA",Premium,100,9.99,6919-3566-8953-4583,9/24/2024,Reckless Love,Cory Asbury,Reckless Love,Electronic,Mobile,5,Focus,18,7/8/2024 14:50:20,No,0
Dave,Wilson,birchst.davewilson@music.com,"6565 Birch St, TX",Premium,100,9.99,4422-1961-8558-6668,9/19/2024,Rescue,Lauren Daigle,Look Up Child,Metal,Tablet,4,Chill,58,7/29/2024 14:49:25,No,0
Frank,Miller,birchst.frankmiller@music.com,"7830 Birch St, FL",Free,10,0,4115-1293-6879-7420,9/24/2024,Rise Up (Lazarus),CAIN,Rise Up,Classical,Desktop,4,Road Trip,98,7/29/2024 14:52:31,No,0
Grace,Johnson,birchst.gracejohnson@music.com,"9979 Birch St, NY",Basic,50,4.99,8919-8112-7219-8068,9/19/2024,Known,Tauren Wells,Hills and Valleys,Rock,Mobile,4,Focus,21,7/4/2024 14:52:33,No,0
Hank,Martin,birchst.hankmartin@music.com,"7669 Birch St, FL",Premium,100,9.99,2264-8534-7988-5372,9/14/2024,Living Hope,Phil Wickham,Living Hope,Pop,Tablet,5,Relax,77,7/11/2024 14:50:17,No,0
Karen,Lee,birchst.karenlee@music.com,"5932 Birch St, CA",Free,10,0,4761-1446-3960-6157,9/19/2024,Do It Again,Elevation Worship,There Is a Cloud,Country,Desktop,6,Relax,35,7/5/2024 14:51:56,No,0
Leo,Brown,birchst.leobrown@music.com,"4010 Birch St, PA",Free,10,0,3522-3893-6579-8034,9/24/2024,Run to the Father,Cody Carnes,Run to the Father,Blues,Tablet,6,Workout,94,7/30/2024 14:52:16,Yes,0.25
Mona,King,birchst.monaking@music.com,"6929 Birch St, WA",Premium,100,9.99,7294-2460-8452-8557,9/19/2024,Good Grace,Hillsong UNITED,People,Reggae,Desktop,8,Focus,55,7/21/2024 14:51:15,No,0
Nina,Miller,birchst.ninamiller@music.com,"5470 Birch St, PA",Basic,50,4.99,2275-5193-7588-1783,9/14/2024,Living Hope,Phil Wickham,Living Hope,Reggae,Mobile,5,Chill,3,7/27/2024 14:49:25,No,0
Oscar,Jackson,birchst.oscarjackson@music.com,"7081 Birch St, CA",Free,10,0,6893-2429-9731-7259,9/19/2024,Way Maker,Leeland,Better Word,Reggae,Mobile,8,Chill,32,7/28/2024 14:52:54,No,0
Pam,Lee,birchst.pamlee@music.com,"5757 Birch St, FL",Premium,100,9.99,4272-9719-1276-8555,9/14/2024,Living Hope,Phil Wickham,Living Hope,Rock,Tablet,5,Study,53,7/18/2024 14:49:11,No,0
Pam,Miller,birchst.pammiller@music.com,"8870 Birch St, MI",Free,10,0,3738-3135-2506-1408,9/19/2024,Good Grace,Hillsong UNITED,People,Rock,Desktop,8,Party,10,7/21/2024 14:52:41,Yes,0.25
Sara,White,birchst.sarawhite@music.com,"3592 Birch St, FL",Premium,100,9.99,8628-5213-4830-4267,9/14/2024,Graves into Gardens,Elevation Worship,Graves into Gardens,Pop,Desktop,7,Study,75,7/19/2024 14:52:09,No,0
Carol,Clark,cedarave.carolclark@music.com,"4336 Cedar Ave, IL",Premium,100,9.99,9209-2466-4236-6743,9/9/2024,Another in the Fire,Hillsong UNITED,People,Rock,Mobile,7,Sleep,69,7/21/2024 14:49:31,No,0
Frank,Lee,cedarave.franklee@music.com,"5178 Cedar Ave, MI",Premium,100,9.99,9375-7148-3234-9843,9/4/2024,Who You Say I Am,Hillsong Worship,There Is More,Electronic,Tablet,5,Focus,7,7/29/2024 14:49:05,No,0
Leo,Anderson,cedarave.leoanderson@music.com,"8697 Cedar Ave, MI",Basic,50,4.99,3442-4991-1130-1931,8/30/2024,Way Maker,Leeland,Better Word,Hip-Hop,Mobile,8,Road Trip,68,7/19/2024 14:52:08,No,0
Nina,White,cedarave.ninawhite@music.com,"34 Cedar Ave, NY",Free,10,0,3782-7218-4307-3366,9/4/2024,Till I Found You,Phil Wickham,Living Hope,Metal,Tablet,5,Study,12,7/25/2024 14:52:43,Yes,0.25
Rob,Johnson,cedarave.robjohnson@music.com,"2998 Cedar Ave, CA",Free,10,0,8514-4615-3432-3615,9/9/2024,Graves into Gardens,Elevation Worship,Graves into Gardens,Pop,Mobile,7,Chill,98,7/31/2024 14:49:57,No,0
Alice,Davis,elmst.alicedavis@music.com,"7142 Elm St, NC",Free,10,0,7879-7407-5234-5295,9/14/2024,Graves Into Gardens,Elevation Worship,Graves Into Gardens,Reggae,Mobile,7,Chill,71,7/19/2024 14:50:15,No,0
Dave,King,elmst.daveking@music.com,"1694 Elm St, TX",Basic,50,4.99,9965-5754-2389-4749,9/9/2024,Alive & Breathing,Matt Maher,Alive & Breathing,Country,Mobile,4,Chill,11,7/6/2024 14:51:11,No,0
Dave,Perez,elmst.daveperez@music.com,"664 Elm St, MI",Basic,50,4.99,5336-9877-4724-4247,9/4/2024,Graves Into Gardens,Elevation Worship,Graves Into Gardens,Country,Tablet,7,Focus,64,7/5/2024 14:49:42,No,0
Grace,Lee,elmst.gracelee@music.com,"7316 Elm St, NY",Free,10,0,9827-2284-5123-7591,9/9/2024,The Blessing,Kari Jobe & Cody Carnes,The Blessing,Classical,Mobile,9,Sleep,53,7/20/2024 14:50:35,No,0
Ivy,Taylor,elmst.ivytaylor@music.com,"4114 Elm St, CA",Free,10,0,3249-9747-4465-4423,9/14/2024,Famous For (I Believe),Tauren Wells,Citizen of Heaven,Hip-Hop,Tablet,4,Chill,64,7/4/2024 14:49:42,No,0
Ivy,Taylor,elmst.ivytaylor@music.com,"4114 Elm St, CA",Basic,50,4.99,2429-1909-7077-4715,9/9/2024,Battle Belongs,Phil Wickham,Hymn of Heaven,Jazz,Desktop,4,Party,8,7/29/2024 14:51:46,No,0
Oscar,Miller,elmst.oscarmiller@music.com,"1651 Elm St, PA",Free,10,0,6416-4115-2569-8408,9/14/2024,Living Hope,Phil Wickham,Living Hope,Country,Mobile,5,Party,46,7/14/2024 14:50:21,No,0
Pam,Martin,elmst.pammartin@music.com,"156 Elm St, FL",Premium,100,9.99,2037-9860-2072-4957,9/9/2024,Reckless Love,Cory Asbury,Reckless Love,Classical,Mobile,5,Workout,57,7/14/2024 14:51:25,No,0
Sara,Thomas,elmst.sarathomas@music.com,"4479 Elm St, FL",Free,10,0,7759-2251-7196-2482,9/14/2024,Chain Breaker,Zach Williams,Chain Breaker,Jazz,Mobile,3,Focus,20,7/2/2024 14:49:45,No,0
Tom,King,elmst.tomking@music.com,"7887 Elm St, NC",Basic,50,4.99,8821-2032-8134-2743,9/9/2024,You Say,Lauren Daigle,Look Up Child,Blues,Desktop,4,Relax,37,7/21/2024 14:51:29,No,0
Dave,Martin,hickoryct.davemartin@music.com,"4756 Hickory Ct, NC",Basic,50,4.99,4226-9532-1732-3292,9/14/2024,Known,Tauren Wells,Hills and Valleys,Electronic,Tablet,4,Road Trip,5,7/17/2024 14:50:09,No,0
Eve,Scott,hickoryct.evescott@music.com,"2091 Hickory Ct, IL",Free,10,0,7906-4356-6470-6172,9/9/2024,Reckless Love,Cory Asbury,Reckless Love,Classical,Mobile,5,Focus,37,7/2/2024 14:51:18,Yes,0.25
Grace,Scott,hickoryct.gracescott@music.com,"5087 Hickory Ct, FL",Free,10,0,3075-2673-5799-1376,9/4/2024,See a Victory,Elevation Worship,At Midnight,Metal,Tablet,6,Workout,24,7/5/2024 14:50:47,No,0
Grace,Scott,hickoryct.gracescott@music.com,"5087 Hickory Ct, FL",Premium,100,9.99,8655-5220-1685-3442,9/9/2024,Run to the Father,Cody Carnes,Run to the Father,Country,Desktop,6,Focus,31,7/5/2024 14:53:09,No,0
Oscar,Perez,hickoryct.oscarperez@music.com,"9880 Hickory Ct, OH",Free,10,0,8542-8166-6316-5002,9/4/2024,Known,Tauren Wells,Hills and Valleys,Blues,Mobile,4,Chill,34,7/1/2024 14:49:44,No,0
Quinn,Brown,hickoryct.quinnbrown@music.com,"3280 Hickory Ct, OH",Basic,50,4.99,7955-6738-3949-6257,9/9/2024,No Longer Slaves,Bethel Music,We Will Not Be Shaken,Country,Tablet,6,Workout,25,7/11/2024 14:53:08,No,0
Sara,Wilson,hickoryct.sarawilson@music.com,"6028 Hickory Ct, MI",Basic,50,4.99,2724-7365-1725-2453,9/14/2024,Graves into Gardens,Elevation Worship,Graves into Gardens,Blues,Mobile,7,Party,13,7/20/2024 14:49:46,No,0
Sara,Wilson,hickoryct.sarawilson@music.com,"6028 Hickory Ct, MI",Basic,50,4.99,9917-3004-1464-9299,9/19/2024,Chain Breaker,Zach Williams,Chain Breaker,Pop,Desktop,3,Party,24,7/28/2024 14:49:54,No,0
Tom,King,hickoryct.tomking@music.com,"9221 Hickory Ct, WA",Basic,50,4.99,4203-7015-4167-2317,9/24/2024,Alive & Breathing,Matt Maher,Alive & Breathing,Reggae,Mobile,4,Study,74,7/29/2024 14:52:29,No,0
Alice,Thomas,maplest.alicethomas@music.com,"9351 Maple St, PA",Free,10,0,3502-5653-9549-9709,9/19/2024,No Longer Slaves,Bethel Music,We Will Not Be Shaken,Rock,Mobile,6,Chill,21,7/8/2024 14:53:10,No,0
Bob,Anderson,maplest.bobanderson@music.com,"4053 Maple St, OH",Basic,50,4.99,8054-5322-2278-9124,9/24/2024,Known,Tauren Wells,Hills and Valleys,Hip-Hop,Tablet,4,Sleep,23,7/8/2024 14:53:18,No,0
Grace,Wilson,maplest.gracewilson@music.com,"8276 Maple St, PA",Free,10,0,6613-8670-9365-6873,9/19/2024,Famous For (I Believe),Tauren Wells,Citizen of Heaven,Metal,Desktop,4,Workout,19,7/28/2024 14:51:53,No,0
Rob,Miller,maplest.robmiller@music.com,"7217 Maple St, PA",Premium,100,9.99,5648-1483-2038-1804,9/24/2024,Raise a Hallelujah,Bethel Music,Victory,Reggae,Mobile,7,Sleep,77,7/5/2024 14:51:53,No,0
Sara,Perez,maplest.saraperez@music.com,"1845 Maple St, IL",Basic,50,4.99,7793-1934-1415-3140,9/29/2024,Rise Up (Lazarus),CAIN,Rise Up,Rock,Desktop,4,Workout,71,7/27/2024 14:50:12,No,0
Alice,Perez,oakave.aliceperez@music.com,"9810 Oak Ave, MI",Premium,100,9.99,1293-6120-1419-7190,10/4/2024,Alive & Breathing,Matt Maher,Alive & Breathing,Classical,Mobile,4,Relax,94,7/25/2024 14:51:46,No,0
Carol,Brown,oakave.carolbrown@music.com,"8279 Oak Ave, WA",Basic,50,4.99,5356-6561-5747-1505,10/9/2024,Run to the Father,Cody Carnes,Run to the Father,Pop,Desktop,6,Road Trip,31,7/31/2024 14:51:21,No,0
Carol,Martin,oakave.carolmartin@music.com,"5384 Oak Ave, MI",Premium,100,9.99,3010-3164-2318-8842,10/14/2024,Rescue,Lauren Daigle,Look Up Child,Rock,Desktop,4,Workout,1,7/21/2024 14:50:00,No,0
Dave,Wilson,oakave.davewilson@music.com,"9752 Oak Ave, PA",Free,10,0,6806-9311-4680-4902,10/9/2024,Alive & Breathing,Matt Maher,Alive & Breathing,Blues,Tablet,4,Chill,26,7/27/2024 14:50:42,No,0
Frank,Brown,oakave.frankbrown@music.com,"3755 Oak Ave, FL",Premium,100,9.99,6861-4367-9645-2878,10/14/2024,Another in the Fire,Hillsong UNITED,People,Jazz,Tablet,7,Study,19,7/5/2024 14:50:26,No,0
Jack,Anderson,oakave.jackanderson@music.com,"6576 Oak Ave, FL",Basic,50,4.99,7315-2704-5391-5825,10/19/2024,Hold On to Me,Lauren Daigle,Hold On to Me,Reggae,Tablet,4,Party,7,7/18/2024 14:52:10,No,0
Leo,Davis,oakave.leodavis@music.com,"8564 Oak Ave, FL",Premium,100,9.99,1009-3798-1088-5972,10/24/2024,Run to the Father,Cody Carnes,Run to the Father,Pop,Mobile,6,Relax,15,7/27/2024 14:52:09,No,0
Mona,Lee,oakave.monalee@music.com,"9821 Oak Ave, TX",Free,10,0,5184-3558-2909-8084,10/19/2024,Raise a Hallelujah,Bethel Music,Victory,Blues,Mobile,7,Workout,96,7/14/2024 14:50:58,No,0
Mona,Thompson,oakave.monathompson@music.com,"2328 Oak Ave, NY",Premium,100,9.99,4711-4959-8358-6109,10/24/2024,Till I Found You,Phil Wickham,Living Hope,Hip-Hop,Desktop,5,Sleep,31,7/14/2024 14:50:03,No,0
Mona,Thompson,oakave.monathompson@music.com,"2328 Oak Ave, NY",Free,10,0,4543-7985-8494-7968,10/19/2024,Way Maker,Leeland,Better Word,Hip-Hop,Desktop,8,Relax,31,7/21/2024 14:50:31,No,0
Nina,Thomas,oakave.ninathomas@music.com,"5257 Oak Ave, TX",Free,10,0,7267-2409-5930-5943,10/14/2024,Run to the Father,Cody Carnes,Run to the Father,Hip-Hop,Tablet,6,Chill,91,7/14/2024 14:49:51,No,0
Tom,Clark,oakave.tomclark@music.com,"3764 Oak Ave, NY",Free,10,0,6688-9799-8109-9785,10/9/2024,Rise Up (Lazarus),CAIN,Rise Up,Country,Mobile,4,Road Trip,57,7/6/2024 14:52:45,Yes,0.25
Tom,Jackson,oakave.tomjackson@music.com,"70 Oak Ave, CA",Premium,100,9.99,4274-9597-8010-5283,10/14/2024,See a Victory,Elevation Worship,At Midnight,Blues,Desktop,6,Relax,41,7/25/2024 14:53:13,No,0
Alice,Martin,pinerd.alicemartin@music.com,"7429 Pine Rd, CA",Basic,50,4.99,5277-9817-7836-5250,10/19/2024,No Longer Slaves,Bethel Music,We Will Not Be Shaken,Electronic,Desktop,6,Chill,80,7/15/2024 14:50:46,No,0
Carol,Martin,pinerd.carolmartin@music.com,"2901 Pine Rd, WA",Free,10,0,1824-7717-1712-8116,10/14/2024,Graves into Gardens,Elevation Worship,Graves into Gardens,Hip-Hop,Desktop,7,Study,7,7/6/2024 14:49:20,No,0
Eve,Wilson,pinerd.evewilson@music.com,"6510 Pine Rd, FL",Free,10,0,2021-3730-1326-6069,10/9/2024,Do It Again,Elevation Worship,There Is a Cloud,Jazz,Tablet,6,Study,79,7/25/2024 14:50:10,No,0
Oscar,Perez,pinerd.oscarperez@music.com,"2692 Pine Rd, CA",Free,10,0,9201-5509-9887-4362,10/4/2024,Chain Breaker,Zach Williams,Chain Breaker,Jazz,Mobile,3,Sleep,15,7/6/2024 14:52:28,No,0
Pam,Martin,pinerd.pammartin@music.com,"7391 Pine Rd, TX",Premium,100,9.99,3156-7409-5103-1051,10/9/2024,Reckless Love,Cory Asbury,Reckless Love,Classical,Desktop,5,Party,84,7/17/2024 14:52:20,No,0
Bob,Lopez,spruceln.boblopez@music.com,"9382 Spruce Ln, PA",Free,10,0,1487-3687-8280-8485,10/4/2024,Raise a Hallelujah,Bethel Music,Victory,Jazz,Mobile,7,Chill,82,7/6/2024 14:49:03,No,0
Carol,Thompson,spruceln.carolthompson@music.com,"439 Spruce Ln, CA",Premium,100,9.99,4619-7756-7320-5821,10/9/2024,Famous For (I Believe),Tauren Wells,Citizen of Heaven,Reggae,Mobile,4,Road Trip,69,7/18/2024 14:52:07,No,0
Frank,Clark,spruceln.frankclark@music.com,"7 Spruce Ln, CA",Premium,100,9.99,7968-1654-1315-6153,10/14/2024,Way Maker,Leeland,Better Word,Reggae,Tablet,8,Workout,4,7/29/2024 14:52:44,No,0
Hank,Clark,spruceln.hankclark@music.com,"1418 Spruce Ln, PA",Premium,100,9.99,8739-9123-7873-7948,10/19/2024,Way Maker,Leeland,Better Word,Pop,Tablet,8,Workout,3,7/13/2024 14:51:43,No,0
Ivy,Perez,spruceln.ivyperez@music.com,"420 Spruce Ln, OH",Basic,50,4.99,5690-5650-4339-8071,10/24/2024,Holy Water,We The Kingdom,Holy Water,Hip-Hop,Mobile,5,Road Trip,100,7/22/2024 14:50:32,No,0
Oscar,Scott,spruceln.oscarscott@music.com,"1166 Spruce Ln, FL",Premium,100,9.99,2588-6519-7536-4612,10/29/2024,Known,Tauren Wells,Hills and Valleys,Classical,Mobile,4,Sleep,9,7/31/2024 14:49:14,No,0
Oscar,Taylor,spruceln.oscartaylor@music.com,"5044 Spruce Ln, IL",Basic,50,4.99,4565-1230-2920-5596,11/3/2024,There Was Jesus,Zach Williams ft. Dolly Parton,Rescue Story,Jazz,Desktop,4,Chill,72,7/7/2024 14:52:56,No,0
Pam,Clark,spruceln.pamclark@music.com,"8744 Spruce Ln, MI",Free,10,0,8037-6733-3302-6453,10/29/2024,Do It Again,Elevation Worship,There Is a Cloud,Metal,Mobile,6,Chill,33,7/18/2024 14:49:48,No,0
Rob,Davis,spruceln.robdavis@music.com,"4003 Spruce Ln, MI",Premium,100,9.99,1583-2528-9516-5261,11/3/2024,God Only Knows,for KING & COUNTRY,Burn the Ships,Blues,Tablet,3,Study,45,7/7/2024 14:51:39,No,0
Sara,Johnson,spruceln.sarajohnson@music.com,"5185 Spruce Ln, OH",Basic,50,4.99,8226-4118-6773-7073,11/8/2024,Holy Water,We The Kingdom,Holy Water,Jazz,Tablet,5,Party,19,7/22/2024 14:49:58,No,0
Alice,Clark,willowblvd.aliceclark@music.com,"7687 Willow Blvd, WA",Free,10,0,2296-1785-6246-1816,11/3/2024,Who You Say I Am,Hillsong Worship,There Is More,Electronic,Desktop,5,Relax,75,7/6/2024 14:50:11,No,0
Carol,Jackson,willowblvd.caroljackson@music.com,"1702 Willow Blvd, CA",Basic,50,4.99,1437-7794-8391-6387,11/8/2024,Graves Into Gardens,Elevation Worship,Graves Into Gardens,Classical,Desktop,7,Focus,84,7/16/2024 14:52:59,No,0
Carol,King,birchst.carolking@music.com,"5958 Birch St, NY",Basic,50,4.99,8261-5786-1102-4355,11/13/2024,Hold On to Me,Lauren Daigle,Hold On to Me,Country,Tablet,4,Workout,18,4/21/2024 18:01:44,No,0
Carol,King,birchst.carolking@music.com,"5958 Birch St, NY",Basic,50,4.99,6133-3180-4825-2277,11/8/2024,See a Victory,Elevation Worship,At Midnight,Electronic,Mobile,6,Study,41,9/3/2024 18:01:56,No,0
Grace,Lopez,willowblvd.gracelopez@music.com,"2932 Willow Blvd, TX",Premium,100,9.99,7758-5277-7292-5041,11/13/2024,Graves Into Gardens,Elevation Worship,Graves Into Gardens,Pop,Tablet,7,Sleep,15,7/20/2024 14:51:47,No,0
Jack,Jackson,willowblvd.jackjackson@music.com,"5314 Willow Blvd, WA",Free,10,0,6188-1124-1692-9873,11/8/2024,Till I Found You,Phil Wickham,Living Hope,Electronic,Mobile,5,Chill,31,7/15/2024 14:52:13,No,0
Karen,Davis,willowblvd.karendavis@music.com,"2916 Willow Blvd, CA",Free,10,0,6068-5388-1871-1773,11/3/2024,King of Kings,Hillsong Worship,Awake,Rock,Mobile,5,Relax,77,7/25/2024 14:52:27,No,0
Mona,Scott,willowblvd.monascott@music.com,"2624 Willow Blvd, MI",Premium,100,9.99,1853-2062-1576-3372,11/8/2024,Till I Found You,Phil Wickham,Living Hope,Electronic,Tablet,5,Focus,36,7/2/2024 14:50:43,No,0
Tom,Johnson,willowblvd.tomjohnson@music.com,"6870 Willow Blvd, CA",Premium,100,9.99,4122-8805-1442-6311,11/13/2024,Reckless Love,Cory Asbury,Reckless Love,Classical,Desktop,5,Sleep,44,7/21/2024 14:52:42,No,0
Alice,King,ashdr.aliceking@music.com,"1722 Ash Dr, WA",Free,10,0,2917-9266-3619-9732,11/8/2024,See a Victory,Elevation Worship,At Midnight,Jazz,Mobile,6,Relax,19,8/22/2024 14:50:45,Yes,0.25
Alice,King,ashdr.aliceking@music.com,"1722 Ash Dr, WA",Free,10,0,2671-8736-8238-4219,11/3/2024,King of Kings,Hillsong Worship,Awake,Hip-Hop,Desktop,5,Workout,66,8/4/2024 14:52:56,No,0
Alice,Scott,ashdr.alicescott@music.com,"2456 Ash Dr, PA",Free,10,0,7419-6319-1983-7885,10/29/2024,Till I Found You,Phil Wickham,Living Hope,Jazz,Desktop,5,Relax,80,8/28/2024 14:51:16,No,0
Ivy,King,ashdr.ivyking@music.com,"8785 Ash Dr, TX",Premium,100,9.99,1570-7682-1402-9446,11/3/2024,Rescue,Lauren Daigle,Look Up Child,Electronic,Tablet,4,Relax,82,8/21/2024 14:51:08,No,0
Ivy,Lee,ashdr.ivylee@music.com,"2948 Ash Dr, FL",Premium,100,9.99,9324-7346-8611-7850,11/8/2024,You Say,Lauren Daigle,Look Up Child,Reggae,Tablet,4,Focus,31,8/19/2024 14:51:02,No,0
Rob,Miller,ashdr.robmiller@music.com,"319 Ash Dr, PA",Free,10,0,3988-9480-7118-3328,11/3/2024,Do It Again,Elevation Worship,There Is a Cloud,Country,Tablet,6,Workout,74,8/22/2024 14:49:10,Yes,0.25
Sara,Davis,ashdr.saradavis@music.com,"5461 Ash Dr, NC",Basic,50,4.99,1316-2496-2682-1310,11/8/2024,King of Kings,Hillsong Worship,Awake,Reggae,Mobile,5,Chill,38,8/15/2024 14:51:17,No,0
Frank,Clark,birchst.frankclark@music.com,"6460 Birch St, FL",Premium,100,9.99,7096-6730-1060-9087,11/13/2024,Raise a Hallelujah,Bethel Music,Victory,Jazz,Desktop,7,Chill,32,8/15/2024 14:52:06,No,0
Frank,Miller,birchst.frankmiller@music.com,"6381 Birch St, OH",Free,10,0,4159-8469-6569-8755,11/8/2024,The Blessing,Kari Jobe & Cody Carnes,The Blessing,Country,Tablet,9,Chill,19,8/25/2024 14:51:35,No,0
Leo,Anderson,birchst.leoanderson@music.com,"3596 Birch St, OH",Premium,100,9.99,9273-9221-9741-7284,11/13/2024,No Longer Slaves,Bethel Music,We Will Not Be Shaken,Rock,Desktop,6,Chill,9,8/17/2024 14:52:23,No,0
Leo,Martin,birchst.leomartin@music.com,"5367 Birch St, WA",Free,10,0,9195-4782-4438-7225,11/8/2024,There Was Jesus,Zach Williams ft. Dolly Parton,Rescue Story,Jazz,Mobile,4,Study,40,8/21/2024 14:52:23,No,0
Sara,Moore,birchst.saramoore@music.com,"9843 Birch St, CA",Premium,100,9.99,1224-1045-4780-3095,11/13/2024,Reckless Love,Cory Asbury,Reckless Love,Jazz,Tablet,5,Chill,94,8/19/2024 14:51:20,No,0
Tom,Taylor,birchst.tomtaylor@music.com,"2837 Birch St, MI",Free,10,0,1216-3336-6895-6391,11/8/2024,Holy Water,We The Kingdom,Holy Water,Country,Mobile,5,Party,75,8/8/2024 14:50:12,Yes,0.25
Eve,Anderson,cedarave.eveanderson@music.com,"7779 Cedar Ave, NC",Free,10,0,6086-4593-6883-1274,11/3/2024,Do It Again,Elevation Worship,There Is a Cloud,Metal,Tablet,6,Relax,62,8/11/2024 14:50:39,No,0
Eve,Lopez,cedarave.evelopez@music.com,"3554 Cedar Ave, NY",Free,10,0,4178-3420-8478-2831,10/29/2024,Till I Found You,Phil Wickham,Living Hope,Country,Tablet,5,Relax,76,8/14/2024 14:53:00,No,0
